title,content,helpful,unhelpful,product_url
"Excellent sound quality, battery life, & durable!","When I heard I had the Jabra Elite 8 Active Gen 2 coming my way, I was excited and saddened. Sad to hear that Jabra was leaving the consumer earbud space but excited because of what I had heard about the original Elite Active series! As soon as I opened the shipping box for these, I was impressed by how compact the packaging was. The last premium ANC earbuds I picked up were the Sony XM3s in 2019, five years of excellent audio quality and slowly reducing battery life ago, these are at LEAST half the size and weight! They feel premium, covered in a quality rubber that assures you it’s as tough as the box says it should be, the case is tiny compared to my old Sonys, so much more compact and convenient. Never fear, though, you can turn on “Find My Jabra” to trace your way back to where you might’ve left the case or earbud(s), I think this is just as thoughtful an inclusion as the tough build quality to ensure you can get your premium priced earbuds back if you lose them!

Setup is extremely easy, just download the app from scanning the QR code on top when you open the box and follow the instructions. This will suggest you follow a walkthrough of the features your new earbuds have and setup some of the behind-the-scenes items.

Features are plentiful! You can select what each number of taps does relating to a list of potential actions. The taps are of physical buttons on the earbuds, but they are soft enough to not put noticeable force into your ear like some require but also still works with gloves, sweat, and water on your fingers. In the app, you’re greeted with a handful of quick settings like selecting your listening mode (ANC, Hear Through, Off), EQ settings, and access to all of the other menus. You also can remove cards from the home screen, too.

Durability and battery life are amazing!!! The first day I got these, I took 5 minutes to quickly set them up to my Galaxy Z Flip 5, toss them in my ears, turn on hear through mode (with surrounds turned up to the max for safety), hopped on my bike and took off to my morning run club at the beach! This seemed like the perfect test of a “military grade” tough set of active earbuds… little bit of sand, lots of sweat, some water spillage, probable a drop, and maybe a quick swim. Well, I stopped after 5 minutes because the earbuds kept making a screeching noise and rebooting, I turned off the wind noise reduction mode and all was fine. It wasn’t quite working yet with the first batch of firmware, seems to be fixed now and Jabra customer support was friendly & helpful! They survived a sweaty 85F run, some beach volleyball, and I jumped in Lake Michigan for a quick swim. I know the Bluetooth isn’t going to stream through the water, but it feels great to jump in the lake immediately following a hot run or long bike ride and sometimes you just jump in without taking your gear off, earbuds included. They survived no problem and held a connection for longer than I thought! For battery, I only have to charge the case about once a week, maybe more if I bring them on a long distance bike ride, too, but if it’s runs, walks, in-office, listening at my desk, working at the bike stand, etc., once a week is more than enough to get you through! With the case using USB-C, you’ll have no problems finding a way to charge them if you need to and they can fast charge, too!

Overall, these things rock! The battery life is excellent, case is convenient and can double as a transmitter (hello Bluetooth on my old iPod!), the earbuds sound amazing with incredible noise cancellation, the hear through ambient mode is so clear that you might forget that you’re wear them, same with how lightweight they are! If you’re in the market for some of the best sounding and durable active earbuds, these are it. They’re expensive, but the features and quality are worth every dollar!",0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A
Best earbuds - They stay in you ear!!,"These are by far the best earbuds I have tried. A couple of key points for those that might be looking at earbuds, these stay in your ears firmly. I’ve used them for jogging and weightlifting with little to no movement. The sound quality is amazing as is the active noise cancellation. I can use them while riding in my jeep with the doors off and roof down and people on the other side have no idea because of their ability to block wind noise. I love being able to use the Smart Case to plug into the plane’s 3.5mm jack and use it for Bluetooth connectivity. I’ve since stopped using anything else for video calls as well. I bought a pair for my wife as well and will probably get a couple pairs as Christmas gifts.",0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A
Great alternative to AirPod pros,"I was looking for a replacement for my iPod pros and after researching decided on these. I’ve been really pleased with them over the past few weeks. They are less noticeable than AirPods so I look normal on zoom calls, the actual button actions are nice, the noise cancelling is fantastic! I do struggle to get them connected every so often, but it’s infrequent so not terribly concerned with that. I also tried the cable they include that allows you to plug the case into a normal headphone jack while traveling and listen on the earbuds and it was seamless- very handy for work travel. Battery life is PHENOMENAL. They’re very functional and comfortable, I’m happy with my purchase.",0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A
"Great product, honestly.","Great earbuds, Fit well, easy to set up, sound amazing! Waterproof to boot and ability to connect them to inflight system or anywhere with a headphone jack. The cord conveniently has a headphone plug and a usb c both on it. Great design. We have 2 sets and love them.",0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A
Best earbuds ever for running!,"I originally had the Jabra Elite 10 and I returned them and got these instead. Very happy with my decision! I am a daily runner and these fit fantastically and do not fall out. Excellent wind reduction and audio presets put out nice base.
I also enjoy recreational reading and the noise cancellation feature paired with the waterfall or storm sounds is so serene and peaceful. If you are on the fence, go for it!",0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A
Well designed and engineered headset.,"These are phenomenal earbuds, but didn’t ultimately fit what I was looking for. 

Packed full of useful features for users of any type. The audio quality was excellent, fit was very comfortable for wireless earbuds. 

Pros: Waterproofed (note: I did not test these in a pool), active noise cancellation, hear-through capability to help you be aware of surroundings when needed, and a “pass through” mode to allow limited amount of outside sound through when you need it. 

The case can also be plugged in to other devices and used as a transmitter for the headphones for “older” devices with 3.5mm headphone jack. 

I ran into some issues with the app and activating some of the features, but that could be related to my device or something else. The app is very functional, well designed and guides you through setup and features/functions on the headset.",0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A
A Reliable Choice for Active Lifestyles,"The Jabra Elite 8 Active Gen 2 is a fantastic choice for anyone seeking high-quality, durable earbuds that cater to an active lifestyle. With a focus on delivering both premium sound and exceptional durability, the Elite 8 Active Gen 2 performs remarkably well in most key areas.

Sound Quality

One of the standout features of these earbuds is their impressive sound profile. They deliver deep bass without overshadowing mids and highs, providing a balanced sound that’s perfect for music across genres, podcasts, and calls. Customization through the Jabra Sound+ app allows you to personalize the EQ, ensuring an ideal listening experience for any user.

Active Noise Cancellation and Transparency Mode

The Active Noise Cancellation (ANC) on the Elite 8 Active Gen 2 is effective at blocking out background noise, making them great for commuting or working out in noisy environments. The transparency mode (HearThrough) is also well-executed, allowing ambient sound in when needed without feeling too overwhelming or unnatural.",0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A
Great for working out,"These are great earbuds for working out.  While they have never fallen out of my ears when I lean down (say negative sit-ups), they don't stay in as well as when standing up.  When inserted, I have to put it in the right earbud first, or it will not automatically turn on.  If I put in the left earbud first, the bud connects, but the left bud stays off.  The battery seems to last forever, I can work out 1.5 hrs a day all week with no charging.",0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A
Jabra Elite 8 Gen 2 Review: Truly Exceptional!,"The Jabra Elite 8 Gen 2 wireless headphones are a game-changer, delivering premium sound quality and unmatched comfort.The audio performance is exceptional. The headphones offer rich, balanced sound with deep bass and crisp trebles, making music, podcasts, and calls a delight. With customizable EQ settings in the Jabra Sound+ app, you can tailor the audio to your preferences.The ANC is superb, effectively drowning out background noise, whether you're on a crowded commute or working in a noisy environment. The HearThrough mode is also a lifesaver when you need to stay aware of your surroundings.",0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A
Jabra perfect,"It has some of the best noise cancellation on the market, if not the best, the sound quality is very good, but not only that, they are also much more comfortable than other headphones in the same range.",0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A
Awesome headphones,These have been my favorite headphones so far. I really like that you can lay sideways on a pillow and the headphones will not hurt your ear. Sound quality and connectivity is high end. I’ve even used them in the shower with no issues. The mic is great and the head phones filter out noise so that your voice is picked up first.,0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A&page=2
Great with okay sound,Sound is okay. I'm not an audiophile. Stays in the ear well when running. Feels more comfortable to wear for long durations than the 75t. Connectivity is great with one earbud capability.  No complaints.,0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A&page=2
Fantastic swan song for Jabra,"Most comfortable, best sounding no wire headphones I've ever owned, with one major caveat. These are so comfortable I forget that I have them in. No ear rubbing, no bulging on the sides of my ears. The largest size tips occupy my ear perfectly. The material does not slip out of my ear, whether in the gym or on a run, yoga/calisthenics, never had them slip.

The caveat is that your assistant cannot be turned on using the headphones while at the same time being able to control the volume using the headphones. You can, of course, use the assistant to control the volume but cannot use the buttons on the headphones while also having the buttons activate the assistant. 

Since I activate my assistant using voice commands but prefer to control volume physically, I've opted to disable the assistant being called using buttons to retain the volume control functionality. I did not dock a star as this has not diminished my enjoyment of the headphones, but I did waste 30 minutes or so trying to discover why I could not do both.",0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A&page=2
best workout buds ever,"JAbra has done it again everytime they release new active elites they outdo themselfs. The ANC is great ,very comfortable. Hopefully jabra reconsiters that we need these ultimate workout buds. Jabra ahs always been my go to brand.",0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A&page=2
Love these Jabras!,"These headphones are finally the ones that have everything I want in wireless headphones.  They fit so comfortably, it's easy to forget I have them on.  My last pair had wingtips for stability in my ear but they hurt my ear!  I read you would just have to get used to them but my ears never did.  I have tried similar style ear buds with touch control but found I like the Jabras better as they have a physical button.  Much better with the tactile feedback over the touch interface.  I haven't had the opportunity to try the smart case option yet, but that is another great option.  I like more bass in my music and was easily able to adjust the sound options in the Jabra app.  These were easy to pair with my android phone. 
Great wireless headphones.  My new favorites!",0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A&page=2
Good Bang For Your Buck,"Overall they’ve been a good addition to my earbud rotation. I’ve had em for about 1 month now and they’re definitely an upgrade to some of the other earbuds I had like Beats Studio buds + and beats fit pro. I particularly use these for talking on the phone while working and going about doing my daily activities and I’ve heard my voice sounds good, so no complaints there. The only gripe I have and it’s me nitpicking is the sound quality for music they’re not the best when it comes to bass and just having loud music on, but I guess I had gotten used to the beats sound. I definitely think they’re worth the price especially if you can get em on sale.",0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A&page=2
Best Ear Buds I have used. THEY DO NOT MOVE!,"I was skeptical at first about these ear buds being able to stay in my ear. while I know Jabra makes top quality sound devices, I was not prepared for this experience.

Pros
These FIT like they are part of your ear. I have tried at least 20 different ear buds and none fit like these. I was not sure how they would work but from the first try in the parking lot (did not want to take them home if they did not fit like all the other) I knew these were golden. After a few days of use, these have not once moved from my ear. 
Comfort these are the most comfortable ear buds I have used. As in ear devices they are like they are not even there. Amazing
Sound What a rich and clear sound. With multiple default eq settings and the ability to customize it, the sound is amazing all around in these.
ANC. This is the best ANC I have used in a while. The world disappears when you turn it on. I mean, no sound gets through. Again, amazing

Cons
- There is no ambient sound mode with music. These have a passthrough setting, but the music stops when you activate it.

These are the best ear buds I have owned, and I have tried almost all brands (not beats, I am an Android user and they are mainly apple). I would tell everyone to get these.",0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A&page=2
Very good,Im reviewing these earbuds as is.  I didn't end up keeping them but I really wanted to.  Everything about them is excellent.  They look great and feel great. Very durable.  The microwave was good.  I just felt like another pair of earbuds that I kept actually sounded better.  These sounds good!  They aren't bad. If you aren't comparing to any other experience you'll definitely keep them and they probably sound better than most.  Because sound was the main criteria for me.  I opted for what I thought sounded best but these are built much better,0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A&page=2
Jabra Elite 8 Gen 2,Love the sound quality on these earbuds. They stay in while exercising. It has a better sound than my Jaybirds.,0,0,https://www.bestbuy.com/site/reviews/jabra-elite-8-active-gen-2-military-grade-wireless-in-ear-headphones-with-smart-case-black/6582100?variant=A&pageSize=20&sku=6582100&sort=BEST_REVIEW&variant=A&page=2
